name,lat,lon
Rind,25886225,80564685
Rind,25886321,80564115
Rind,25886524,80563747
Rind,25886994,80563118
Rind,25887357,80562607
Rind,25887838,80561955
Rind,25888105,80561599
Rind,25888233,80561219
Rind,25888222,80560768
Rind,25888094,80560115
Rind,25887848,80559711
Rind,25887421,80559569
Rind,25886973,80559735
Rind,25886706,80560008
Rind,25886418,80560518
Rind,25886140,80561053
Rind,25885830,80561527
Rind,25885382,80561836
Rind,25884912,80561978
Rind,25884357,80561883
Rind,25883406,80561302
Rind,25882766,80560768
Rind,25882221,80560388
Rind,25881495,80560103
Rind,25880961,80559628
Rind,25880715,80559130
Rind,25880811,80558429
Rind,25881206,80557717
Rind,25881538,80557290
Rind,25881954,80556993
Rind,25882360,80556756
Rind,25882776,80556578
Rind,25883150,80556246
Rind,25883566,80555996
Rind,25884004,80555747
Rind,25884506,80555427
Rind,25884837,80555106
Rind,25885029,80554726
Rind,25885061,80554347
Rind,25884859,80553955
Rind,25884389,80553658
Rind,25883759,80553646
Rind,25883235,80553729
Rind,25882840,80553789
Rind,25882274,80553801
Rind,25881826,80553812
Rind,25881239,80553777
Rind,25880630,80553753
Rind,25880053,80553765
Rind,25879412,80553634
Rind,25878996,80552946
Rind,25879017,80552139
Rind,25879370,80551332
Rind,25879701,80550703
Rind,25879978,80550133
Rind,25880096,80549658
Rind,25880064,80549302
Rind,25879530,80548982
Rind,25878836,80548744
Rind,25877899,80548219
Rind,25877378,80547710
Rind,25876243,80546608
Rind,26352906,80158793
Rind,26353379,80160591
Rind,26353698,80161428
Rind,26353826,80161736
Rind,26353900,80162045
Rind,26353842,80162360
Rind,26353672,80163297
Rind,26353374,80165131
Rind,26353299,80165867
Rind,26353321,80166407
Rind,26353390,80167333
Rind,26353395,80168152
Rind,26353459,80168632
Rind,26353347,80169279
Rind,26353209,80169588
Rind,26352980,80169831
Rind,26352534,80170057
Rind,26352167,80169920
Rind,26351592,80169523
Rind,26351109,80168662
Rind,26350896,80168347
Rind,26350380,80167985
Rind,26349800,80167926
Rind,26349269,80168211
Rind,26348763,80168715
Rind,26348072,80169701
Rind,26347779,80170110
Rind,26347684,80170401
Rind,26347684,80170834
Rind,26347939,80171255
Rind,26348466,80171968
Rind,26349109,80172763
Rind,26350130,80174270
Rind,26350391,80174703
Rind,26350609,80175107
Rind,26350614,80175588
Rind,26350571,80175985
Rind,26350454,80176555
Rind,26350364,80177065
Rind,26350300,80177421
Rind,26350545,80178187
Rind,26350891,80179030
Rind,26351124,80179463
Rind,26351279,80179813
Rind,26351358,80180318
Rind,26351178,80180685
Rind,26351039,80181024
Rind,26350561,80181309
Rind,26348971,80181902
Rind,26348551,80182080
Rind,26348263,80182424
Rind,26348130,80182768
Rind,26348029,80183344
Rind,26347896,80184501
Rind,26347588,80185463
Rind,26347482,80185801
Rind,26347189,80186044
Rind,26346705,80186507
Rind,26345285,80188169
Rind,26344642,80188845
Rind,26344344,80189202
Rind,26343871,80189498
Rind,26343397,80189611
Rind,26342616,80189623
Rind,26342249,80189089
Rind,26342137,80188614
Rind,26342100,80188300
Rind,26342227,80187724
Rind,26342397,80187481
Rind,26342616,80187142
Rind,26342733,80186709
Rind,26342775,80186347
Rind,26342770,80185938
Rind,26342711,80185629
Rind,26342499,80185398
Rind,26342185,80185190
Rind,26341403,80184774
Rind,26340829,80184092
Rind,26340499,80183552
Rind,26340201,80183018
Rind,26340095,80182579
Rind,26340105,80182223
Rind,26340642,80181890
Rind,26341121,80181872
Rind,26341850,80181908
Rind,26342903,80182062
Rind,26343493,80182044
Rind,26343871,80181985
Rind,26344083,80181795
Rind,26344254,80181558
Rind,26344232,80180976
Rind,26344429,80180329
Rind,26344876,80178780
Rind,26345461,80177481
Rind,26346147,80176080
Rind,26346259,80175760
Rind,26346290,80175350
Rind,26346259,80174988
Rind,26346088,80174656
Rind,26345918,80174419
Rind,26345567,80174229
Rind,26345073,80173968
Rind,26344759,80173973
Rind,26344381,80174062
Rind,26343839,80174430
Rind,26343094,80175267
Rind,26342190,80176175
Rind,26341637,80176852
Rind,26340036,80177985
Rind,26339573,80178335
Rind,26337754,80179445
Rind,26337021,80179849
Rind,26336654,80180074
Rind,26336398,80180401
Rind,26336244,80181006
Rind,26336217,80182116
Rind,26336154,80183291
Rind,26336132,80183938
Rind,26335957,80184478
Rind,26335627,80184733
Rind,26335340,80184834
Rind,26335053,80184792
Rind,26334489,80184264
Rind,26333383,80182620
Rind,26332883,80181837
Rind,26332675,80181131
Rind,26332579,80180715
Rind,26332611,80180347
Rind,26332712,80179938
Rind,26332829,80179196
Rind,26333154,80177890
Rind,26333292,80177445
Rind,26333478,80176982
Rind,26333781,80176626
Rind,26334106,80176389
Rind,26334383,80176068
Rind,26334808,80175327
Rind,26334978,80174650
Rind,26334999,80174140
Rind,26334978,80173546
Rind,26334898,80173036
Rind,26334659,80172614
Rind,26334292,80172140
Rind,26333877,80171659
Rind,26333484,80171303
Rind,26333143,80171244
Rind,26332877,80171445
Rind,26332627,80171968
Rind,26332292,80172597
Rind,26331962,80173178
Rind,26331276,80173505
Rind,26330638,80173932
Rind,26329824,80174324
Rind,26329128,80174638
Rind,26328824,80175048
Rind,26328638,80175499
Rind,26328011,80176715
Rind,26327766,80177000
Rind,26327521,80177190
Rind,26327245,80177267
Rind,26326920,80177184
Rind,26326351,80176959
Rind,26325973,80176614
Rind,26325697,80175813
Rind,26325686,80175149
Rind,26325649,80174638
Rind,26325511,80174086
Rind,26325521,80173214
Rind,26325840,80172460
Rind,26325968,80172039
Rind,26326175,80171303
Rind,26326362,80170680
Rind,26326681,80170116
Rind,26326915,80169250
Rind,26326899,80168668
Rind,26326925,80168057
Rind,26327069,80167125
Rind,26327245,80166520
Rind,26327324,80166122
Rind,26327420,80165718
Rind,26327495,80165226
Rind,26327298,80164686
Rind,26326995,80164478
Rind,26326686,80164342
Rind,26326356,80164318
Rind,26325936,80164383
Rind,26325000,80164478
Rind,26324596,80164520
Rind,26324293,80164597
Rind,26323899,80164983
Rind,26323793,80165606
Rind,26323723,80166027
Rind,26323633,80166526
Rind,26323479,80166876
Rind,26322910,80167440
Rind,26321782,80168288
Rind,26321314,80168763
Rind,26320840,80169439
Rind,26320654,80169837
Rind,26320553,80170264
Rind,26320761,80170698
Rind,26321537,80171042
Rind,26322293,80171178
Rind,26322872,80171238
Rind,26323388,80171416
Rind,26323851,80171861
Rind,26323963,80172163
Rind,26324128,80172739
Rind,26324144,80173356
Rind,26324069,80173938
Rind,26323915,80174359
Rind,26323580,80174970
Rind,26323138,80176199
Rind,26322936,80176959
Rind,26322830,80177605
Rind,26322782,80178062
Rind,26322814,80178478
Rind,26322862,80179000
Rind,26322425,80179570
Rind,26322144,80179914
Rind,26321766,80180134
Rind,26321463,80180157
Rind,26321181,80180122
Rind,26320675,80179410
Rind,26320409,80178840
Rind,26320223,80178531
Rind,26319894,80178086
Rind,26319654,80177730
Rind,26319276,80177475
Rind,26318973,80177309
Rind,26318601,80177243
Rind,26318276,80177273
Rind,26317718,80177131
Rind,26317351,80177166
Rind,26316845,80177030
Rind,26316590,80176496
Rind,26317239,80175374
Rind,26317340,80175083
Rind,26317388,80174662
Rind,26317319,80174027
Rind,26316952,80173499
Rind,26316298,80172941
Rind,26315739,80172436
Rind,26314936,80171600
Rind,26314516,80170988
Rind,26314398,80170650
Rind,26314335,80169552
Rind,26314553,80168051
Rind,26314813,80167036
Rind,26314877,80166573
Rind,26314787,80165885
Rind,26314356,80165250
Rind,26313579,80164443
Rind,26313202,80163861
Rind,26312260,80162395
Rind,26311951,80162075
Rind,26311467,80161920
Rind,26310861,80162003
Rind,26310004,80162265
Rind,26309169,80162727
Rind,26308361,80163635
Rind,26307861,80164437
Rind,26307738,80164727
Rind,26307392,80165060
Rind,26306887,80165285
Rind,26306238,80165511
Rind,26305977,80165600
Rind,26305413,80165493
Rind,26305073,80165208
Rind,26304567,80164454
Rind,26303940,80163178
Rind,26303690,80162698
Rind,26303605,80162354
Rind,26303652,80162009
Rind,26303871,80161552
Rind,26304472,80160698
Rind,26305158,80159665
Rind,26305344,80159279
Rind,26305504,80158579
Rind,26305536,80158205
Rind,26305578,80157820
Rind,26305679,80156959
Rind,26305706,80156360
Rind,26305440,80155784
Rind,26305020,80155315
Rind,26304759,80155208
Rind,26304270,80155191
Rind,26303397,80155327
Rind,26302349,80155921
Rind,26301631,80156265
Rind,26300950,80156472
Rind,26300396,80156455
Rind,26299178,80156146
Rind,26297933,80156010
Rind,26297279,80156199
Rind,26296885,80156449
Rind,26296656,80156763
Rind,26296529,80157072
Rind,26296481,80157499
Rind,26296449,80158015
Rind,26296475,80158591
Rind,26296534,80159363
Rind,26296305,80160205
Rind,26295736,80161291
Rind,26295374,80162015
Rind,26294980,80162282
Rind,26294709,80162318
Rind,26294289,80162187
Rind,26293597,80161730
Rind,26292559,80160882
Rind,26291804,80160662
Rind,26291032,80160627
Rind,26290160,80160828
Rind,26288878,80161155
Rind,26287223,80161505
Rind,26285834,80161736
Rind,26284030,80162395
Rind,26283344,80162680
Rind,26282998,80163054
Rind,26282615,80163819
Rind,26282455,80164324
Rind,26282386,80164656
Rind,26282359,80164989
Rind,26282269,80165285
Rind,26282061,80165481
Rind,26281269,80165445
Rind,26280401,80165184
Rind,26279811,80165172
Rind,26278757,80165499
Rind,26277884,80165813
Rind,26277602,80166110
Rind,26277320,80166466
Rind,26276852,80167184
Rind,26276554,80167653
Rind,26275075,80169362
Rind,26274649,80170104
Rind,26274457,80170389
Rind,26273196,80171825
Rind,26272978,80172193
Rind,26272818,80172448
Rind,26272765,80172787
Rind,26272712,80173125
Rind,26272590,80173576
Rind,26272292,80174003
Rind,26271930,80174531
Rind,26271461,80175232
Rind,26271302,80175534
Rind,26271296,80176181
Rind,26271387,80176549
Rind,26271807,80177285
Rind,26272409,80178300
Rind,26272739,80178834
Rind,26273058,80179012
Rind,26273728,80179006
Rind,26274362,80178899
Rind,26275250,80178353
Rind,26275889,80177884
Rind,26276134,80177694
Rind,26276325,80177386
Rind,26276378,80177083
Rind,26276543,80176015
Rind,26276682,80175048
Rind,26276852,80174626
Rind,26277448,80174187
Rind,26277890,80173896
Rind,26278390,80173754
Rind,26279023,80173724
Rind,26279497,80173867
Rind,26279784,80174163
Rind,26279938,80174555
Rind,26279992,80175149
Rind,26280018,80175594
Rind,26279901,80176045
Rind,26279848,80176395
Rind,26279885,80176953
Rind,26279976,80178199
Rind,26279965,80179030
Rind,26279608,80179843
Rind,26279177,80180644
Rind,26278826,80181006
Rind,26278039,80182145
Rind,26277166,80183409
Rind,26276213,80184828
Rind,26275985,80185249
Rind,26275878,80185564
Rind,26275830,80185908
Rind,26275921,80186264
Rind,26276442,80186757
Rind,26277028,80187285
Rind,26277320,80187920
Rind,26277687,80189095
Rind,26278156,80189712
Rind,26278539,80189878
Rind,26279279,80190015
Rind,26279683,80190472
Rind,26279816,80191136
Rind,26280045,80191890
Rind,26280300,80192525
Rind,26280391,80193136
Rind,26280332,80193504
Rind,26279614,80194691
Rind,26279385,80194940
Rind,26278523,80195124
Rind,26277432,80195225
Rind,26276410,80195374
Rind,26276123,80195581
Rind,26275921,80195949
Rind,26275894,80196685
Rind,26275820,80197314
Rind,26275820,80197652
Rind,26275921,80198181
Rind,26276059,80198827
Rind,26276432,80199344
Rind,26276879,80199854
Rind,26277512,80200442
Rind,26277746,80200804
Rind,26278416,80201824
Rind,26278901,80202667
Rind,26279369,80203207
Rind,26279646,80203706
Rind,26279768,80204311
Rind,26279725,80205100
Rind,26279406,80206311
Rind,26278778,80207700
Rind,26277634,80209741
Rind,26276703,80211409
Rind,26276394,80212619
Rind,26276038,80214222
Rind,26275516,80215640
Rind,26274835,80217130
Rind,26274292,80218091
Rind,26273750,80218779
Rind,26273308,80219213
Rind,26272930,80219539
Rind,26272616,80219693
Rind,26272063,80219509
Rind,26271930,80219058
Rind,26271914,80218305
Rind,26271914,80217759
Rind,26272031,80217023
Rind,26272206,80216637
Rind,26272308,80216323
Rind,26272164,80215771
Rind,26272089,80215403
Rind,26271988,80214964
Rind,26271823,80214637
Rind,26271467,80213978
Rind,26271328,80213272
Rind,26271147,80212412
Rind,26271041,80211990
Rind,26270344,80211278
Rind,26269258,80209783
Rind,26268279,80208631
Rind,26267779,80208198
Rind,26267380,80208162
Rind,26267119,80208352
Rind,26266917,80208572
Rind,26266704,80209070
Rind,26266555,80210109
Rind,26266629,80210827
Rind,26266656,80211581
Rind,26266571,80212394
Rind,26266230,80213308
Rind,26266028,80213877
Rind,26265953,80214785
Rind,26266102,80215670
Rind,26266390,80216245
Rind,26266656,80216708
Rind,26266794,80216993
Rind,26266688,80217474
Rind,26266491,80218085
Rind,26266283,80219064
Rind,26266193,80219699
Rind,26266017,80220174
Rind,26265826,80220779
Rind,26265693,80221052
Rind,26265533,80221319
Rind,26265240,80221367
Rind,26264921,80221349
Rind,26264543,80220969
Rind,26264176,80220595
Rind,26263394,80219848
Rind,26262792,80219124
Rind,26262340,80218714
Rind,26261696,80218334
Rind,26261297,80218441
Rind,26260940,80218679
Rind,26260727,80218886
Rind,26259759,80219159
Rind,26259152,80219361
Rind,26258849,80219319
Rind,26257965,80219088
Rind,26256831,80218982
Rind,26256237,80218869
Rind,26255168,80218941
Rind,26254393,80219138
Rind,26253749,80219251
Rind,26253478,80219423
Rind,26253056,80219776
Rind,26252895,80220371
Rind,26253094,80220988
Rind,26253373,80221513
Rind,26253689,80221924
Rind,26254351,80222805
Rind,26255217,80224060
Rind,26255864,80224811
Rind,26256474,80225646
Rind,26256756,80226087
Rind,26257302,80226796
Rind,26257817,80226951
Rind,26258540,80227069
Rind,26258826,80226985
Rind,26259488,80227132
Rind,26259789,80227375
Rind,26260034,80227740
Rind,26259846,80228496
Rind,26259597,80228857
Rind,26259304,80229062
Rind,26258216,80229704
Rind,26257565,80230073
Rind,26256869,80230082
Rind,26256493,80230061
Rind,26256225,80229956
Rind,26255864,80229612
Rind,26255315,80228999
Rind,26255074,80228710
Rind,26254893,80228273
Rind,26254660,80228093
Rind,26254175,80227929
Rind,26253818,80227840
Rind,26253531,80227929
Rind,26253137,80228107
Rind,26252477,80228440
Rind,26252051,80228588
Rind,26250114,80229211
Rind,26249805,80229372
Rind,26249576,80229710
Rind,26249736,80230369
Rind,26249896,80230612
Rind,26250077,80230920
Rind,26250231,80231336
Rind,26250433,80231983
Rind,26250726,80232541
Rind,26251524,80233674
Rind,26252307,80234778
Rind,26252695,80235395
Rind,26253004,80235745
Rind,26253382,80235917
Rind,26253962,80236042
Rind,26254569,80235977
Rind,26255223,80235781
Rind,26255798,80235692
Rind,26256554,80235650
Rind,26256969,80235698
Rind,26257289,80236000
Rind,26257879,80236719
Rind,26258071,80237152
Rind,26258012,80237745
Rind,26257901,80238066
Rind,26257815,80238463
Rind,26257677,80239116
Rind,26257092,80239692
Rind,26256299,80239905
Rind,26255889,80239953
Rind,26255490,80239733
Rind,26255138,80239674
Rind,26254548,80239888
Rind,26253547,80239971
Rind,26252488,80240149
Rind,26251200,80240137
Rind,26250588,80240083
Rind,26249353,80239870
Rind,26248954,80239799
Rind,26248608,80239721
Rind,26248262,80239733
Rind,26247884,80240113
Rind,26247761,80240440
Rind,26247729,80240843
Rind,26247783,80241864
Rind,26247878,80242380
Rind,26248208,80242790
Rind,26248698,80242944
Rind,26249273,80243092
Rind,26249672,80243152
Rind,26249992,80243312
Rind,26250385,80243727
Rind,26250918,80244623
Rind,26251162,80245425
Rind,26251641,80246321
Rind,26252089,80247229
Rind,26252227,80247525
Rind,26252216,80247970
Rind,26251982,80248261
Rind,26251572,80248493
Rind,26250641,80248760
Rind,26250306,80248665
Rind,26250034,80248398
Rind,26249667,80248089
Rind,26248826,80247620
Rind,26248368,80247324
Rind,26247847,80247252
Rind,26247021,80247442
Rind,26246138,80247383
Rind,26245175,80247543
Rind,26244381,80247840
Rind,26244184,80248143
Rind,26244153,80248617
Rind,26244270,80248950
Rind,26244483,80249324
Rind,26244610,80249786
Rind,26244770,80250184
Rind,26244962,80250404
Rind,26245888,80250451
Rind,26247687,80250273
Rind,26248416,80250291
Rind,26249028,80250445
Rind,26250167,80250985
Rind,26251296,80251650
Rind,26251838,80251899
Rind,26252073,80252125
Rind,26252275,80252594
Rind,26252291,80252956
Rind,26251961,80253899
Rind,26251764,80254285
Rind,26251530,80254659
Rind,26249912,80255626
Rind,26249300,80255852
Rind,26248863,80256415
Rind,26248794,80257074
Rind,26248959,80258012
Rind,26249002,80258510
Rind,26249167,80259276
Rind,26249289,80259846
Rind,26249497,80260267
Rind,26249928,80260261
Rind,26250497,80259620
Rind,26250875,80259252
Rind,26251184,80258706
Rind,26251524,80258481
Rind,26251948,80258422
Rind,26252325,80258498
Rind,26252776,80258557
Rind,26253293,80258526
Rind,26253889,80258540
Rind,26255209,80258808
Rind,26256263,80259021
Rind,26257444,80259270
Rind,26258285,80259609
Rind,26258818,80259941
Rind,26259217,80260345
Rind,26259462,80260647
Rind,26259573,80261033
Rind,26259563,80261383
Rind,26259504,80261965
Rind,26259153,80263383
Rind,26258967,80263615
Rind,26258684,80263739
Rind,26258355,80263840
Rind,26258019,80263905
Rind,26257620,80263947
Rind,26257035,80264196
Rind,26256726,80264255
Rind,26256188,80264350
Rind,26255635,80264766
Rind,26255119,80265247
Rind,26254805,80265816
Rind,26254384,80266439
Rind,26254389,80266867
Rind,26254453,80267347
Rind,26254629,80267816
Rind,26254996,80268641
Rind,26255603,80269484
Rind,26256172,80270463
Rind,26256454,80270849
Rind,26256949,80271264
Rind,26257492,80271597
Rind,26258030,80271947
Rind,26258408,80272321
Rind,26258562,80272884
Rind,26258434,80273294
Rind,26258190,80273685
Rind,26257615,80273982
Rind,26256875,80274872
Rind,26256156,80275585
Rind,26254847,80276599
Rind,26254182,80277009
Rind,26253293,80277222
Rind,26252676,80277306
Rind,26252346,80277317
Rind,26251904,80277436
Rind,26251313,80277703
Rind,26251015,80277881
Rind,26250951,80278492
Rind,26251153,80278837
Rind,26251537,80279246
Rind,26252218,80280041
Rind,26252819,80280190
Rind,26253399,80280231
Rind,26254017,80280059
Rind,26254916,80279804
Rind,26255704,80279703
Rind,26256055,80279703
Rind,26256449,80279941
Rind,26257013,80280362
Rind,26257551,80280682
Rind,26257913,80281163
Rind,26258200,80281537
Rind,26258291,80281887
Rind,26258259,80282213
Rind,26258285,80282771
Rind,26258211,80283216
Rind,26258088,80283549
Rind,26257535,80283834
Rind,26257125,80283917
Rind,26256327,80284154
Rind,26255725,80284427
Rind,26255097,80284837
Rind,26254352,80286018
Rind,26253735,80286890
Rind,26252761,80288552
Rind,26252559,80289145
Rind,26252324,80290290
Rind,26251909,80291756
Rind,26251510,80292593
Rind,26250829,80293697
Rind,26250579,80294071
Rind,26249951,80294462
Rind,26249216,80295074
Rind,26247960,80295940
Rind,26246885,80296474
Rind,26246438,80296599
Rind,26246028,80296676
Rind,26245746,80296848
Rind,26245330,80297299
Rind,26245165,80297691
Rind,26245102,80298266
Rind,26245602,80298640
Rind,26245948,80298842
Rind,26246379,80298919
Rind,26246736,80298990
Rind,26247012,80299145
Rind,26247364,80299566
Rind,26247401,80299881
Rind,26247401,80300207
Rind,26246970,80300741
Rind,26246693,80300937
Rind,26246315,80301145
Rind,26245756,80301513
Rind,26245283,80301655
Rind,26245086,80301916
Rind,26245038,80302504
Rind,26245325,80303062
Rind,26245607,80303471
Rind,26245889,80304005
Rind,26246113,80304521
Rind,26246038,80305299
Rind,26245692,80306794
Rind,26245527,80307483
Rind,26245405,80307952
Rind,26245261,80308426
Rind,26245091,80308877
Rind,26244921,80309145
Rind,26244734,80309435
Rind,26244458,80309696
Rind,26243989,80309738
Rind,26243521,80309631
Rind,26243063,80309590
Rind,26242781,80309198
Rind,26242547,80308729
Rind,26242296,80308118
Rind,26241977,80306919
Rind,26241674,80306332
Rind,26241392,80305928
Rind,26240902,80305631
Rind,26240338,80305400
Rind,26239747,80305299
Rind,26239347,80305234
Rind,26238943,80305424
Rind,26238336,80305649
Rind,26237293,80305999
Rind,26236478,80306373
Rind,26235840,80307020
Rind,26235211,80307613
Rind,26234988,80307892
Rind,26234679,80308047
Rind,26234285,80308070
Rind,26233806,80307548
Rind,26233588,80306456
Rind,26233513,80306106
Rind,26233551,80305613
Rind,26233748,80304017
Rind,26233913,80303014
Rind,26234120,80302492
Rind,26234173,80301993
Rind,26234003,80301186
Rind,26233881,80300771
Rind,26233673,80300563
Rind,26233396,80300486
Rind,26232976,80300510
Rind,26232401,80300806
Rind,26231501,80301489
Rind,26230772,80302688
Rind,26229760,80304094
Rind,26229489,80304842
Rind,26229308,80305168
Rind,26229260,80305560
Rind,26229473,80306836
Rind,26229686,80307477
Rind,26229696,80307898
Rind,26229627,80308510
Rind,26229489,80309115
Rind,26229068,80311050
Rind,26228696,80311863
Rind,26228483,80312361
Rind,26228179,80312812
Rind,26227929,80313156
Rind,26227604,80313429
Rind,26227306,80313483
Rind,26226918,80313204
Rind,26226550,80312747
Rind,26226321,80312397
Rind,26226151,80311708
Rind,26226050,80311139
Rind,26225619,80310676
Rind,26225012,80309382
Rind,26224809,80308996
Rind,26224426,80308682
Rind,26224197,80308492
Rind,26223899,80308337
Rind,26223372,80308183
Rind,26222989,80308189
Rind,26222435,80308260
Rind,26221924,80308794
Rind,26221093,80309916
Rind,26220534,80310753
Rind,26220199,80311055
Rind,26219587,80311441
Rind,26218623,80311667
Rind,26216781,80312082
Rind,26215663,80312557
Rind,26214358,80313222
Rind,26213421,80313756
Rind,26212884,80313839
Rind,26212490,80313489
Rind,26212490,80313150
Rind,26212591,80312830
Rind,26212873,80312331
Rind,26213230,80311975
Rind,26213475,80311685
Rind,26213767,80311257
Rind,26214327,80310349
Rind,26214587,80309756
Rind,26214715,80309245
Rind,26214859,80308688
Rind,26214976,80308290
Rind,26214864,80307673
Rind,26214460,80307180
Rind,26214130,80307162
Rind,26213469,80307340
Rind,26212804,80307756
Rind,26211968,80308367
Rind,26211643,80308676
Rind,26211052,80308658
Rind,26210365,80308806
Rind,26208885,80309145
Rind,26207394,80309477
Rind,26206420,80309601
Rind,26205451,80309946
Rind,26203907,80310444
Rind,26203284,80310598
Rind,26203007,80310658
Rind,26202725,80310610
Rind,26202474,80310337
Rind,26202320,80309590
Rind,26202192,80309174
Rind,26202059,80308723
Rind,26201846,80308302
Rind,26201186,80307762
Rind,26200600,80307281
Rind,26199775,80306860
Rind,26199327,80306616
Rind,26198944,80306545
Rind,26198603,80306622
Rind,26198145,80306729
Rind,26197485,80306539
Rind,26196894,80306355
Rind,26196335,80306403
Rind,26196037,80306622
Rind,26195387,80307186
Rind,26194487,80307613
Rind,26193869,80307708
Rind,26193560,80307762
Rind,26193182,80308011
Rind,26192501,80308242
Rind,26191361,80308652
Rind,26190919,80308824
Rind,26190525,80309038
Rind,26190307,80309317
Rind,26189886,80309904
Rind,26189684,80310331
Rind,26189646,80310664
Rind,26189668,80310996
Rind,26189907,80311382
Rind,26190216,80311595
Rind,26190578,80311762
Rind,26190940,80312124
Rind,26190956,80312610
Rind,26190892,80312972
Rind,26190807,80313590
Rind,26190770,80314082
Rind,26190461,80315026
Rind,26190445,80315750
Rind,26190536,80316177
Rind,26190690,80316569
Rind,26190818,80317020
Rind,26190882,80317465
Rind,26190914,80317898
Rind,26190898,80318373
Rind,26190706,80318681
Rind,26190429,80319002
Rind,26189998,80319115
Rind,26189684,80319073
Rind,26188374,80317643
Rind,26188171,80317417
Rind,26188001,80316996
Rind,26187644,80316723
Rind,26186813,80316355
Rind,26185791,80315999
Rind,26185098,80315946
Rind,26184720,80316076
Rind,26184422,80316367
Rind,26184475,80316830
Rind,26184731,80317156
Rind,26184837,80317583
Rind,26184816,80318046
Rind,26184800,80318480
Rind,26184768,80318836
Rind,26184965,80319803
Rind,26184992,80320343
Rind,26184992,80320871
Rind,26184891,80321269
Rind,26184475,80322123
Rind,26183815,80323744
Rind,26183048,80325749
Rind,26182771,80326414
Rind,26182601,80326741
Rind,26182334,80326978
Rind,26181882,80327061
Rind,26180966,80326984
Rind,26179682,80326183
Rind,26178793,80325512
Rind,26178393,80325488
Rind,26177855,80325678
Rind,26177595,80326082
Rind,26177397,80326835
Rind,26177477,80327595
Rind,26177696,80328105
Rind,26177999,80328373
Rind,26178447,80328764
Rind,26178809,80329280
Rind,26179187,80330147
Rind,26179980,80330640
Rind,26180391,80330663
Rind,26181014,80330414
Rind,26181466,80330076
Rind,26182665,80329755
Rind,26183858,80329375
Rind,26184411,80329340
Rind,26185354,80329512
Rind,26185690,80329559
Rind,26186174,80329506
Rind,26187000,80329114
Rind,26187596,80328942
Rind,26188113,80329019
Rind,26188666,80329370
Rind,26188981,80329815
Rind,26189332,80330408
Rind,26189513,80330996
Rind,26189598,80331571
Rind,26189561,80332272
Rind,26189279,80332984
Rind,26189039,80333494
Rind,26188475,80334016
Rind,26187314,80335203
Rind,26186446,80336082
Rind,26185732,80336414
Rind,26185402,80336592
Rind,26185146,80336806
Rind,26184821,80337215
Rind,26184667,80337613
Rind,26184774,80338521
Rind,26185081,80339317
Rind,26185375,80340034
Rind,26185519,80340550
Rind,26185594,80340853
Rind,26185546,80341162
Rind,26185418,80341458
Rind,26185136,80341618
Rind,26184614,80341577
Rind,26183645,80341452
Rind,26183288,80341286
Rind,26183016,80341233
Rind,26182606,80341411
Rind,26182366,80341642
Rind,26181946,80341880
Rind,26181333,80342248
Rind,26180849,80342550
Rind,26180438,80343031
Rind,26180263,80343328
Rind,26180146,80343826
Rind,26180263,80344354
Rind,26180529,80344639
Rind,26180992,80345108
Rind,26181456,80345375
Rind,26181823,80345363
Rind,26182345,80345280
Rind,26182723,80345256
Rind,26183171,80345286
Rind,26183639,80345660
Rind,26183948,80346277
Rind,26184140,80346669
Rind,26184145,80347209
Rind,26183969,80347541
Rind,26183762,80347784
Rind,26183442,80348212
Rind,26183181,80348793
Rind,26183144,80349167
Rind,26183064,80349992
Rind,26182793,80350883
Rind,26182659,80351321
Rind,26182420,80352176
Rind,26181653,80352912
Rind,26181410,80353243
Rind,26181078,80353695
Rind,26180710,80354105
Rind,26180497,80354526
Rind,26180172,80355197
Rind,26179693,80355796
Rind,26179214,80356259
Rind,26178527,80356680
Rind,26178282,80357161
Rind,26177909,80357909
Rind,26177818,80358455
Rind,26177792,80358953
Rind,26177770,80359345
Rind,26177812,80359785
Rind,26177903,80360342
Rind,26177994,80360983
Rind,26178069,80361375
Rind,26178063,80361725
Rind,26177898,80362277
Rind,26177584,80362490
Rind,26177073,80362692
Rind,26176460,80362573
Rind,26175890,80362413
Rind,26175235,80362312
Rind,26174681,80362211
Rind,26174324,80361986
Rind,26173137,80361013
Rind,26172817,80360603
Rind,26172684,80360330
Rind,26172354,80359998
Rind,26172055,80359938
Rind,26171518,80359808
Rind,26170793,80359363
Rind,26169478,80358781
Rind,26168189,80358301
Rind,26166783,80357820
Rind,26166420,80357760
Rind,26166005,80357749
Rind,26165568,80357790
Rind,26165057,80357927
Rind,26164572,80358295
Rind,26164306,80358781
Rind,26163789,80359713
Rind,26163699,80360211
Rind,26163512,80360912
Rind,26163304,80361286
Rind,26163102,80361648
Rind,26162420,80362615
Rind,26162138,80363024
Rind,26161754,80363137
Rind,26161376,80363084
Rind,26161057,80362971
Rind,26160423,80362846
Rind,26160076,80362781
Rind,26159810,80362603
Rind,26159411,80361956
Rind,26158638,80361019
Rind,26158521,80360639
Rind,26158383,80360241
Rind,26158271,80359891
Rind,26158010,80359060
Rind,26157733,80358390
Rind,26157440,80358128
Rind,26157147,80357962
Rind,26156854,80357873
Rind,26156406,80357986
Rind,26155916,80358152
Rind,26155325,80358508
Rind,26155027,80358674
Rind,26154648,80359007
Rind,26152725,80359369
Rind,26152384,80359351
