name,lat,lon
Ganga,27182978,79793014
Ganga,27180535,79795546
Ganga,27178416,79798915
Ganga,27176831,79802348
Ganga,27175705,79805846
Ganga,27174057,79812893
Ganga,27173224,79817497
Ganga,27171925,79825072
Ganga,27171855,79830764
Ganga,27171780,79831642
Ganga,27171693,79832677
Ganga,27171411,79833299
Ganga,27171096,79833823
Ganga,27170760,79834725
Ganga,27170674,79836224
Ganga,27170684,79838125
Ganga,27170782,79839649
Ganga,27169912,79843424
Ganga,27169578,79847420
Ganga,27170239,79852925
Ganga,27170645,79858398
Ganga,27171567,79861422
Ganga,27174494,79864294
Ganga,27175418,79865805
Ganga,27174432,79867245
Ganga,27172876,79871103
Ganga,27169197,79873216
Ganga,27164817,79873518
Ganga,27160373,79876533
Ganga,27159162,79875773
Ganga,27157656,79873451
Ganga,27151933,79877029
Ganga,27149780,79881028
Ganga,27150238,79885432
Ganga,27149798,79886918
Ganga,27149793,79889696
Ganga,27150585,79892039
Ganga,27149752,79896297
Ganga,27148737,79902320
Ganga,27146907,79907254
Ganga,27144856,79914163
Ganga,27144013,79920506
Ganga,27143964,79929124
Ganga,27143624,79934543
Ganga,27142524,79937982
Ganga,27140846,79940674
Ganga,27138935,79941986
Ganga,27137126,79942997
Ganga,27136470,79944119
Ganga,27135096,79948389
Ganga,27133797,79951994
Ganga,27132537,79954268
Ganga,27131372,79955556
Ganga,27129328,79957122
Ganga,27127572,79957895
Ganga,27124287,79958753
Ganga,27120505,79959096
Ganga,27118748,79959375
Ganga,27115727,79961588
Ganga,27105218,79968459
Ganga,27102215,79970340
Ganga,27098376,79973120
Ganga,27096012,79974917
Ganga,27093657,79976709
Ganga,27091701,79978908
Ganga,27090098,79981671
Ganga,27085500,79988005
Ganga,27082674,79991377
Ganga,27078589,79993186
Ganga,27072847,79994720
Ganga,27064261,79998100
Ganga,27057659,79998717
Ganga,27052858,79997809
Ganga,27048525,79996971
Ganga,27047192,79997164
Ganga,27045535,79997527
Ganga,27044145,79997720
Ganga,27043478,79997399
Ganga,27042583,79996651
Ganga,27041974,79995945
Ganga,27041421,79994726
Ganga,27040679,79992631
Ganga,27039841,79990920
Ganga,27038431,79988739
Ganga,27037213,79987798
Ganga,27035708,79987050
Ganga,27032832,79986430
Ganga,27030356,79986344
Ganga,27028470,79986687
Ganga,27027594,79986986
Ganga,27026661,79987563
Ganga,27025023,79988397
Ganga,27023153,79988759
Ganga,27021322,79988801
Ganga,27020577,79988903
Ganga,27019932,79989138
Ganga,27019251,79989607
Ganga,27018397,79990076
Ganga,27017870,79990127
Ganga,27017261,79990025
Ganga,27016716,79989790
Ganga,27015880,79989066
Ganga,27014862,79988821
Ganga,27013681,79988883
Ganga,27012963,79988913
Ganga,27012000,79989168
Ganga,27010909,79989637
Ganga,27009719,79990229
Ganga,27008901,79990688
Ganga,26999817,79998413
Ganga,26994381,80002855
Ganga,26988044,80005126
Ganga,26985119,80005894
Ganga,26982640,80006580
Ganga,26980415,80007857
Ganga,26978292,80008651
Ganga,26975766,80008398
Ganga,26971304,80008243
Ganga,26968398,80009142
Ganga,26963373,80012631
Ganga,26960677,80016429
Ganga,26956461,80020459
Ganga,26949801,80023633
Ganga,26943898,80026274
Ganga,26941219,80027676
Ganga,26938382,80029821
Ganga,26935417,80032883
Ganga,26932630,80037438
Ganga,26930679,80040206
Ganga,26927732,80044026
Ganga,26924518,80047867
Ganga,26922816,80049519
Ganga,26921094,80050785
Ganga,26919027,80051901
Ganga,26917497,80052437
Ganga,26916311,80053231
Ganga,26914608,80054540
Ganga,26910335,80058257
Ganga,26907891,80060600
Ganga,26905385,80063252
Ganga,26900372,80070183
Ganga,26895977,80075385
Ganga,26892036,80080838
Ganga,26889636,80083851
Ganga,26888296,80086126
Ganga,26887416,80088379
Ganga,26886911,80090723
Ganga,26886823,80093958
Ganga,26886689,80095310
Ganga,26886287,80096704
Ganga,26885349,80098207
Ganga,26881795,80102540
Ganga,26877751,80107197
Ganga,26875722,80109171
Ganga,26873540,80110759
Ganga,26870899,80111854
Ganga,26865060,80114085
Ganga,26861902,80115780
Ganga,26859413,80118269
Ganga,26856848,80122818
Ganga,26854857,80127410
Ganga,26853058,80129513
Ganga,26851890,80130436
Ganga,26850033,80131101
Ganga,26846242,80131402
Ganga,26842911,80130715
Ganga,26840346,80129556
Ganga,26834870,80125093
Ganga,26832687,80123119
Ganga,26829930,80122218
Ganga,26827555,80122261
Ganga,26825870,80122690
Ganga,26822883,80123891
Ganga,26821524,80124235
Ganga,26820049,80123806
Ganga,26818632,80122883
Ganga,26816660,80120844
Ganga,26814189,80116746
Ganga,26811968,80114493
Ganga,26810723,80114128
Ganga,26809823,80114407
Ganga,26808942,80115094
Ganga,26807869,80116381
Ganga,26806490,80117347
Ganga,26803847,80118784
Ganga,26798038,80120889
Ganga,26795398,80121888
Ganga,26793176,80122867
Ganga,26790973,80124479
Ganga,26789316,80125703
Ganga,26787786,80126907
Ganga,26786994,80127672
Ganga,26786584,80128345
Ganga,26786493,80128977
Ganga,26786484,80129936
Ganga,26786639,80131731
Ganga,26786721,80132557
Ganga,26786785,80133353
Ganga,26786776,80134210
Ganga,26786666,80135087
Ganga,26786211,80136005
Ganga,26785209,80136586
Ganga,26784235,80136994
Ganga,26782890,80137753
Ganga,26782430,80138843
Ganga,26781777,80139960
Ganga,26780824,80140761
Ganga,26779826,80141704
Ganga,26777570,80143594
Ganga,26774906,80145701
Ganga,26771769,80145729
Ganga,26769292,80142517
Ganga,26764234,80144298
Ganga,26762395,80145263
Ganga,26760824,80146594
Ganga,26758946,80148868
Ganga,26756226,80154141
Ganga,26755382,80155777
Ganga,26754079,80157837
Ganga,26753045,80158867
Ganga,26750906,80159150
Ganga,26747350,80159408
Ganga,26742907,80159738
Ganga,26740551,80160026
Ganga,26737262,80159653
Ganga,26729447,80156177
Ganga,26727063,80153954
Ganga,26725833,80153760
Ganga,26724530,80154619
Ganga,26723495,80155863
Ganga,26719892,80160412
Ganga,26717362,80162558
Ganga,26713573,80164482
Ganga,26709992,80166002
Ganga,26705209,80170283
Ganga,26700724,80174274
Ganga,26697043,80177814
Ganga,26695912,80179574
Ganga,26694441,80181335
Ganga,26693292,80182710
Ganga,26692491,80186722
Ganga,26695637,80191408
Ganga,26694314,80196405
Ganga,26692895,80199499
Ganga,26692516,80201631
Ganga,26690420,80204739
Ganga,26688723,80207254
Ganga,26686844,80210301
Ganga,26686020,80212662
Ganga,26685981,80217576
Ganga,26686614,80222468
Ganga,26687669,80227317
Ganga,26689245,80234152
Ganga,26689528,80237703
Ganga,26689758,80242466
Ganga,26691033,80248010
Ganga,26690427,80251994
Ganga,26688972,80255808
Ganga,26685808,80256273
Ganga,26682604,80255926
Ganga,26678677,80257294
Ganga,26676491,80257744
Ganga,26674343,80257873
Ganga,26671621,80257787
Ganga,26668361,80257744
Ganga,26665063,80258088
Ganga,26661995,80259761
Ganga,26659483,80262379
Ganga,26657335,80265984
Ganga,26654497,80268237
Ganga,26652560,80269396
Ganga,26649683,80270512
Ganga,26644025,80270941
Ganga,26638844,80270714
Ganga,26635836,80270528
Ganga,26632987,80270128
Ganga,26630317,80270231
Ganga,26626116,80270646
Ganga,26621544,80272581
Ganga,26614984,80276305
Ganga,26611531,80277442
Ganga,26609006,80277922
Ganga,26606582,80278301
Ganga,26603493,80278430
Ganga,26601171,80278322
Ganga,26599195,80278193
Ganga,26594628,80278043
Ganga,26590695,80278108
Ganga,26588872,80278580
Ganga,26586531,80279674
Ganga,26585034,80281112
Ganga,26583998,80282614
Ganga,26583039,80284674
Ganga,26581772,80288987
Ganga,26580736,80293750
Ganga,26579508,80297741
Ganga,26578376,80299394
Ganga,26576956,80299909
Ganga,26573386,80300445
Ganga,26563598,80301539
Ganga,26556882,80302230
Ganga,26554509,80302551
Ganga,26552658,80302741
Ganga,26549318,80303170
Ganga,26546189,80303835
Ganga,26542984,80305144
Ganga,26541179,80306410
Ganga,26539547,80308234
Ganga,26536975,80312483
Ganga,26533692,80317676
Ganga,26532061,80319092
Ganga,26529565,80319929
Ganga,26527223,80319972
Ganga,26524554,80319199
Ganga,26522250,80317976
Ganga,26518045,80315423
Ganga,26515914,80315015
Ganga,26514455,80314972
Ganga,26512631,80315315
Ganga,26510807,80315830
Ganga,26508275,80317030
Ganga,26507312,80318298
Ganga,26505853,80319242
Ganga,26503135,80320079
Ganga,26500821,80320884
Ganga,26499756,80321495
Ganga,26498747,80322439
Ganga,26497953,80323245
Ganga,26497308,80324133
Ganga,26496374,80325480
Ganga,26495402,80326994
Ganga,26494680,80328476
Ganga,26494105,80329638
Ganga,26493648,80330607
Ganga,26493137,80332005
Ganga,26492845,80333137
Ganga,26492407,80334728
Ganga,26491750,80336462
Ganga,26490389,80339889
Ganga,26489294,80342592
Ganga,26488271,80345061
Ganga,26486619,80349069
Ganga,26486026,80350630
Ganga,26485633,80352038
Ganga,26485031,80354200
Ganga,26484402,80357201
Ganga,26483096,80364131
Ganga,26482539,80366771
Ganga,26481559,80369238
Ganga,26480733,80370612
Ganga,26479811,80371363
Ganga,26478448,80371792
Ganga,26475672,80372564
Ganga,26473031,80373519
Ganga,26469977,80374699
Ganga,26469007,80375053
Ganga,26468152,80375504
Ganga,26465276,80377650
Ganga,26463898,80378653
Ganga,26459710,80381298
Ganga,26458125,80382370
Ganga,26453906,80385755
Ganga,26452919,80386683
Ganga,26449392,80390910
Ganga,26445802,80394918
Ganga,26439985,80402521
Ganga,26436148,80408051
Ganga,26432988,80411720
Ganga,26429959,80414824
Ganga,26426617,80419386
Ganga,26423150,80422703
Ganga,26415475,80433209
Ganga,26412628,80438877
Ganga,26409161,80445650
Ganga,26405942,80452009
Ganga,26404085,80456709
Ganga,26402229,80461506
Ganga,26401106,80465255
Ganga,26400134,80469574
Ganga,26397943,80475583
Ganga,26394714,80480389
Ganga,26392638,80484638
Ganga,26389063,80487856
Ganga,26386526,80490560
Ganga,26381297,80493071
Ganga,26377837,80494830
Ganga,26374665,80496525
Ganga,26371704,80497577
Ganga,26369820,80498542
Ganga,26367206,80500366
Ganga,26364495,80503392
Ganga,26362938,80505344
Ganga,26360784,80508563
Ganga,26355035,80515193
Ganga,26349344,80521717
Ganga,26345691,80525450
Ganga,26340806,80530858
Ganga,26335518,80536437
Ganga,26331883,80539054
Ganga,26327729,80540857
Ganga,26323768,80542531
Ganga,26318767,80543475
Ganga,26314651,80544548
Ganga,26310419,80546007
Ganga,26307149,80547251
Ganga,26303390,80548438
Ganga,26301107,80548929
Ganga,26297103,80549994
Ganga,26293145,80551637
Ganga,26284519,80557616
Ganga,26276676,80566092
Ganga,26271689,80572659
Ganga,26269064,80575173
Ganga,26263323,80579137
Ganga,26260475,80581240
Ganga,26255125,80584330
Ganga,26252893,80585188
Ganga,26250622,80585703
Ganga,26248236,80585961
Ganga,26243117,80586433
Ganga,26238728,80586047
Ganga,26235110,80585360
Ganga,26231049,80585596
Ganga,26228963,80586344
Ganga,26227034,80587399
Ganga,26223104,80590840
Ganga,26219381,80594860
Ganga,26219381,80594860
Ganga,26215729,80599876
Ganga,26212955,80603651
Ganga,26209576,80607804
Ganga,26207121,80610802
Ganga,26205101,80613042
Ganga,26204021,80614971
Ganga,26202847,80618062
Ganga,26201711,80621409
Ganga,26200960,80623083
Ganga,26199921,80624134
Ganga,26198265,80625067
Ganga,26196859,80626087
Ganga,26196041,80627235
Ganga,26195463,80628844
Ganga,26193933,80631387
Ganga,26192989,80633028
Ganga,26192518,80634616
Ganga,26191767,80638200
Ganga,26191083,80640345
Ganga,26190178,80641665
Ganga,26188965,80642824
Ganga,26187251,80643982
Ganga,26183285,80646429
Ganga,26180512,80647459
Ganga,26174234,80648016
Ganga,26169189,80648703
Ganga,26163562,80651183
Ganga,26158400,80653483
Ganga,26153874,80654899
Ganga,26149824,80656580
Ganga,26145615,80659676
Ganga,26143495,80660634
Ganga,26140510,80661599
Ganga,26135077,80662651
Ganga,26133101,80662917
Ganga,26129144,80663595
Ganga,26123535,80664646
Ganga,26119692,80665679
Kalpi Road,26459988,80226733
Kalpi Road,26459120,80228152
Kalpi Road,26458886,80228703
Kalpi Road,26458822,80229394
Kalpi Road,26458828,80230447
Kalpi Road,26458850,80231318
Kalpi Road,26458903,80232424
Kalpi Road,26458916,80233245
Kalpi Road,26458933,80233581
Kalpi Road,26458939,80235059
Kalpi Road,26458843,80235928
Kalpi Road,26458753,80236357
Kalpi Road,26458604,80236839
Kalpi Road,26458435,80237367
Kalpi Road,26458396,80237954
Unnao-Lucknow,26564298,80548910
Unnao-Lucknow,26563200,80549940
Unnao-Lucknow,26562875,80552064
Unnao-Lucknow,26563629,80554221
Unnao-Lucknow,26564546,80556810
Unnao-Lucknow,26565721,80560109
Unnao-Lucknow,26566843,80563280
Unnao-Lucknow,26567836,80566061
Unnao-Lucknow,26568972,80566744
Unnao-Lucknow,26570505,80566117
Unnao-Lucknow,26573639,80568456
Unnao-Lucknow,26574997,80569943
Unnao-Lucknow,26576936,80572036
Unnao-Lucknow,26577908,80574296
Unnao-Lucknow,26580355,80574859
Unnao-Lucknow,26582605,80576249
Unnao-Lucknow,26584114,80576249
Unnao-Lucknow,26587265,80578604
Unnao-Lucknow,26590326,80579252
Unnao-Lucknow,26592552,80578691
Unnao-Lucknow,26595518,80576374
Unnao-Lucknow,26597100,80575285
Unnao-Lucknow,26598903,80574793
Unnao-Lucknow,26600604,80574356
Unnao-Lucknow,26603912,80576525
Unnao-Lucknow,26606717,80578334
Unnao-Lucknow,26609849,80580416
Unnao-Lucknow,26611867,80583635
Unnao-Lucknow,26613909,80586861
Unnao-Lucknow,26615973,80590174
Unnao-Lucknow,26618017,80593408
Unnao-Lucknow,26621020,80595330
Unnao-Lucknow,26624148,80597336
Unnao-Lucknow,26627211,80599288
Unnao-Lucknow,26630117,80601155
Unnao-Lucknow,26632878,80602926
Unnao-Lucknow,26635622,80604672
Unnao-Lucknow,26638538,80606515
Unnao-Lucknow,26642865,80608558
Unnao-Lucknow,26646392,80610443
Unnao-Lucknow,26648660,80613483
Unnao-Lucknow,26650902,80616480
Unnao-Lucknow,26653181,80619568
Unnao-Lucknow,26655449,80622601
Unnao-Lucknow,26657766,80625689
Unnao-Lucknow,26660074,80628791
Unnao-Lucknow,26662383,80631832
Unnao-Lucknow,26664612,80634826
Unnao-Lucknow,26666829,80637794
Unnao-Lucknow,26668870,80640480
Unnao-Lucknow,26671203,80643534
Unnao-Lucknow,26673407,80646510
Unnao-Lucknow,26673398,80648997
Unnao-Lucknow,26673368,80651035
Unnao-Lucknow,26675985,80653164
Unnao-Lucknow,26678907,80655539
Unnao-Lucknow,26681816,80657948
Unnao-Lucknow,26684731,80660304
Unnao-Lucknow,26687628,80662712
Unnao-Lucknow,26690558,80665043
Unnao-Lucknow,26693420,80667367
Unnao-Lucknow,26696182,80669630
Unnao-Lucknow,26698971,80671868
Unnao-Lucknow,26701497,80673952
Unnao-Lucknow,26703919,80675925
Unnao-Lucknow,26706475,80677966
Unnao-Lucknow,26709153,80680170
Unnao-Lucknow,26711809,80681348
Unnao-Lucknow,26714403,80682480
Unnao-Lucknow,26717637,80683936
Unnao-Lucknow,26720468,80685179
Unnao-Lucknow,26722150,80687733
Unnao-Lucknow,26724252,80690812
Unnao-Lucknow,26726224,80693814
Unnao-Lucknow,26728192,80696752
Unnao-Lucknow,26731228,80698319
Unnao-Lucknow,26734279,80699921
Unnao-Lucknow,26737342,80701496
Unnao-Lucknow,26740240,80702995
Unnao-Lucknow,26742532,80705579
Unnao-Lucknow,26744942,80708282
Unnao-Lucknow,26747391,80711011
Unnao-Lucknow,26749644,80713578
Unnao-Lucknow,26752272,80716563
Unnao-Lucknow,26754609,80718531
Unnao-Lucknow,26757111,80720688
Unnao-Lucknow,26759856,80723032
Unnao-Lucknow,26762629,80725441
Unnao-Lucknow,26765374,80727773
Unnao-Lucknow,26768138,80730173
Unnao-Lucknow,26770954,80732593
Unnao-Lucknow,26773604,80734862
Unnao-Lucknow,26776416,80737269
Unnao-Lucknow,26779184,80739682
Unnao-Lucknow,26781958,80742015
Unnao-Lucknow,26784269,80743360
Unnao-Lucknow,26786371,80744491
Unnao-Lucknow,26789344,80745815
Unnao-Lucknow,26792640,80747289
Unnao-Lucknow,26795744,80748677
Unnao-Lucknow,26798264,80748472
Unnao-Lucknow,26800762,80748237
Unnao-Lucknow,26802819,80751297
Unnao-Lucknow,26804874,80754303
Unnao-Lucknow,26806704,80756996
Unnao-Lucknow,26808710,80758484
Unnao-Lucknow,26811013,80760109
Unnao-Lucknow,26813864,80762356
Unnao-Lucknow,26816714,80764588
Unnao-Lucknow,26819501,80766815
Unnao-Lucknow,26822355,80769138
Unnao-Lucknow,26824718,80770884
Unnao-Lucknow,26827549,80773192
Unnao-Lucknow,26830417,80775449
Unnao-Lucknow,26833371,80777798
Unnao-Lucknow,26835878,80779766
Unnao-Lucknow,26837449,80782904
Unnao-Lucknow,26839138,80786240
Unnao-Lucknow,26840556,80789165
Unnao-Lucknow,26842214,80792389
Unnao-Lucknow,26844837,80794869
Unnao-Lucknow,26847890,80797825
Unnao-Lucknow,26849949,80799799
Unnao-Lucknow,26852636,80802370
Unnao-Lucknow,26854930,80804576
Unnao-Lucknow,26857399,80806911
Unnao-Lucknow,26859576,80808970
Unnao-Lucknow,26859752,80812588
Unnao-Lucknow,26859878,80815934
Unnao-Lucknow,26861734,80818151
Unnao-Lucknow,26863914,80820926
Unnao-Lucknow,26866168,80823602
Unnao-Lucknow,26868457,80826537
Unnao-Lucknow,26870069,80827575
Unnao-Lucknow,26873252,80829442
Unnao-Lucknow,26876579,80830581
Unnao-Lucknow,26880096,80831659
Unnao-Lucknow,26882208,80831340
Unnao-Lucknow,26884623,80833172
Unnao-Lucknow,26887395,80835394
Unnao-Lucknow,26890262,80837636
Unnao-Lucknow,26892329,80841169
Unnao-Lucknow,26894302,80844489
Unnao-Lucknow,26896233,80847708
Unnao-Lucknow,26899515,80848903
Unnao-Lucknow,26902390,80849991
Unnao-Lucknow,26905644,80851206
Unnao-Lucknow,26909061,80852466
Unnao-Lucknow,26912382,80853706
Unnao-Lucknow,26915569,80855523
Unnao-Lucknow,26918091,80857613
Unnao-Lucknow,26920731,80859810
Unnao-Lucknow,26923583,80862118
Unnao-Lucknow,26926235,80864356
Unnao-Lucknow,26928797,80866493
Unnao-Lucknow,26931470,80868721
Unnao-Lucknow,26934277,80871008
Unnao-Lucknow,26935906,80872332
Unnao-Lucknow,26937520,80874267
Unnao-Lucknow,26939201,80876252
Unnao-Lucknow,26941837,80878353
Unnao-Lucknow,26944606,80880486
Unnao-Lucknow,26947486,80882760
Unnao-Lucknow,26949995,80884713
Unnao-Lucknow,26951782,80886075
HVDC Ballia - Bhiwadi Line,26149920,82897827
HVDC Ballia - Bhiwadi Line,26149698,82895716
HVDC Ballia - Bhiwadi Line,26149688,82894149
HVDC Ballia - Bhiwadi Line,26148682,82893264
HVDC Ballia - Bhiwadi Line,26145133,82894053
HVDC Ballia - Bhiwadi Line,26143264,82892682
HVDC Ballia - Bhiwadi Line,26142198,82891448
HVDC Ballia - Bhiwadi Line,26142272,82889050
HVDC Ballia - Bhiwadi Line,26141232,82885590
HVDC Ballia - Bhiwadi Line,26140375,82882173
HVDC Ballia - Bhiwadi Line,26139296,82878040
HVDC Ballia - Bhiwadi Line,26139029,82875859
HVDC Ballia - Bhiwadi Line,26140861,82872882
HVDC Ballia - Bhiwadi Line,26142320,82870412
HVDC Ballia - Bhiwadi Line,26145985,82868607
HVDC Ballia - Bhiwadi Line,26146349,82867008
HVDC Ballia - Bhiwadi Line,26147451,82863268
HVDC Ballia - Bhiwadi Line,26148632,82859661
HVDC Ballia - Bhiwadi Line,26150549,82856469
HVDC Ballia - Bhiwadi Line,26152408,82853492
HVDC Ballia - Bhiwadi Line,26154070,82850786
HVDC Ballia - Bhiwadi Line,26155951,82847819
HVDC Ballia - Bhiwadi Line,26156227,82844575
HVDC Ballia - Bhiwadi Line,26156572,82841296
HVDC Ballia - Bhiwadi Line,26156946,82837750
HVDC Ballia - Bhiwadi Line,26157267,82834587
HVDC Ballia - Bhiwadi Line,26158938,82831267
HVDC Ballia - Bhiwadi Line,26160637,82827758
HVDC Ballia - Bhiwadi Line,26162339,82824386
HVDC Ballia - Bhiwadi Line,26162505,82820859
HVDC Ballia - Bhiwadi Line,26162752,82817483
HVDC Ballia - Bhiwadi Line,26162972,82814031
HVDC Ballia - Bhiwadi Line,26163156,82810614
HVDC Ballia - Bhiwadi Line,26163349,82807257
HVDC Ballia - Bhiwadi Line,26166389,82803885
HVDC Ballia - Bhiwadi Line,26169389,82800603
HVDC Ballia - Bhiwadi Line,26171274,82796726
HVDC Ballia - Bhiwadi Line,26172154,82793044
HVDC Ballia - Bhiwadi Line,26173140,82789140
HVDC Ballia - Bhiwadi Line,26174121,82785364
HVDC Ballia - Bhiwadi Line,26174615,82782073
HVDC Ballia - Bhiwadi Line,26175140,82778409
HVDC Ballia - Bhiwadi Line,26175749,82774581
HVDC Ballia - Bhiwadi Line,26176329,82770626
HVDC Ballia - Bhiwadi Line,26175422,82766477
HVDC Ballia - Bhiwadi Line,26176563,82762809
HVDC Ballia - Bhiwadi Line,26177697,82759084
HVDC Ballia - Bhiwadi Line,26178775,82755509
HVDC Ballia - Bhiwadi Line,26179906,82751906
HVDC Ballia - Bhiwadi Line,26180905,82748507
HVDC Ballia - Bhiwadi Line,26182015,82744981
HVDC Ballia - Bhiwadi Line,26183135,82741233
HVDC Ballia - Bhiwadi Line,26184049,82738255
HVDC Ballia - Bhiwadi Line,26185653,82734787
HVDC Ballia - Bhiwadi Line,26187206,82731379
HVDC Ballia - Bhiwadi Line,26188858,82727911
HVDC Ballia - Bhiwadi Line,26190493,82724347
HVDC Ballia - Bhiwadi Line,26192153,82720791
HVDC Ballia - Bhiwadi Line,26193932,82717521
HVDC Ballia - Bhiwadi Line,26195746,82714195
HVDC Ballia - Bhiwadi Line,26197638,82710749
HVDC Ballia - Bhiwadi Line,26199036,82706829
HVDC Ballia - Bhiwadi Line,26200678,82703782
HVDC Ballia - Bhiwadi Line,26202420,82700459
HVDC Ballia - Bhiwadi Line,26204271,82696994
HVDC Ballia - Bhiwadi Line,26206112,82693507
HVDC Ballia - Bhiwadi Line,26207939,82690035
HVDC Ballia - Bhiwadi Line,26209753,82686601
HVDC Ballia - Bhiwadi Line,26211601,82683182
HVDC Ballia - Bhiwadi Line,26211862,82679189
HVDC Ballia - Bhiwadi Line,26212133,82675200
HVDC Ballia - Bhiwadi Line,26212380,82671238
HVDC Ballia - Bhiwadi Line,26211432,82667498
HVDC Ballia - Bhiwadi Line,26210694,82664623
HVDC Ballia - Bhiwadi Line,26209760,82661074
HVDC Ballia - Bhiwadi Line,26209008,82658149
HVDC Ballia - Bhiwadi Line,26208118,82654813
HVDC Ballia - Bhiwadi Line,26207606,82652662
HVDC Ballia - Bhiwadi Line,26207345,82648868
HVDC Ballia - Bhiwadi Line,26207112,82644986
HVDC Ballia - Bhiwadi Line,26208551,82641438
HVDC Ballia - Bhiwadi Line,26210017,82637801
HVDC Ballia - Bhiwadi Line,26211453,82634217
HVDC Ballia - Bhiwadi Line,26212449,82631668
HVDC Ballia - Bhiwadi Line,26213768,82628318
HVDC Ballia - Bhiwadi Line,26216409,82625780
HVDC Ballia - Bhiwadi Line,26218459,82622511
HVDC Ballia - Bhiwadi Line,26220334,82619559
HVDC Ballia - Bhiwadi Line,26220990,82615654
HVDC Ballia - Bhiwadi Line,26221674,82611746
HVDC Ballia - Bhiwadi Line,26222295,82608201
HVDC Ballia - Bhiwadi Line,26221310,82604553
HVDC Ballia - Bhiwadi Line,26220293,82600824
HVDC Ballia - Bhiwadi Line,26220633,82597133
HVDC Ballia - Bhiwadi Line,26220994,82593470
HVDC Ballia - Bhiwadi Line,26221323,82589799
HVDC Ballia - Bhiwadi Line,26221681,82586185
HVDC Ballia - Bhiwadi Line,26221392,82582119
HVDC Ballia - Bhiwadi Line,26221090,82578184
HVDC Ballia - Bhiwadi Line,26220795,82574306
HVDC Ballia - Bhiwadi Line,26220461,82570351
HVDC Ballia - Bhiwadi Line,26220183,82566531
HVDC Ballia - Bhiwadi Line,26219902,82562649
HVDC Ballia - Bhiwadi Line,26219582,82558667
HVDC Ballia - Bhiwadi Line,26219287,82554713
HVDC Ballia - Bhiwadi Line,26218954,82550732
HVDC Ballia - Bhiwadi Line,26220413,82548209
HVDC Ballia - Bhiwadi Line,26222251,82544955
HVDC Ballia - Bhiwadi Line,26224098,82541639
HVDC Ballia - Bhiwadi Line,26225949,82538370
HVDC Ballia - Bhiwadi Line,26227701,82535204
HVDC Ballia - Bhiwadi Line,26229310,82532161
HVDC Ballia - Bhiwadi Line,26231200,82528985
HVDC Ballia - Bhiwadi Line,26232953,82525876
HVDC Ballia - Bhiwadi Line,26234833,82522540
HVDC Ballia - Bhiwadi Line,26234654,82518680
HVDC Ballia - Bhiwadi Line,26234492,82514760
HVDC Ballia - Bhiwadi Line,26234346,82511123
HVDC Ballia - Bhiwadi Line,26234229,82507323
HVDC Ballia - Bhiwadi Line,26234058,82503366
HVDC Ballia - Bhiwadi Line,26233924,82499743
HVDC Ballia - Bhiwadi Line,26233749,82495776
HVDC Ballia - Bhiwadi Line,26234550,82491897
HVDC Ballia - Bhiwadi Line,26235280,82488019
HVDC Ballia - Bhiwadi Line,26234880,82484010
HVDC Ballia - Bhiwadi Line,26234483,82480085
HVDC Ballia - Bhiwadi Line,26234133,82476280
HVDC Ballia - Bhiwadi Line,26233791,82472537
HVDC Ballia - Bhiwadi Line,26233382,82468960
HVDC Ballia - Bhiwadi Line,26234909,82465458
HVDC Ballia - Bhiwadi Line,26236419,82461905
HVDC Ballia - Bhiwadi Line,26237933,82458315
HVDC Ballia - Bhiwadi Line,26239468,82454748
HVDC Ballia - Bhiwadi Line,26240962,82451116
HVDC Ballia - Bhiwadi Line,26242488,82447507
HVDC Ballia - Bhiwadi Line,26243994,82443940
HVDC Ballia - Bhiwadi Line,26245417,82440540
HVDC Ballia - Bhiwadi Line,26246505,82436699
HVDC Ballia - Bhiwadi Line,26247511,82432918
HVDC Ballia - Bhiwadi Line,26248517,82429214
HVDC Ballia - Bhiwadi Line,26249542,82425361
HVDC Ballia - Bhiwadi Line,26250572,82421547
HVDC Ballia - Bhiwadi Line,26251597,82417739
HVDC Ballia - Bhiwadi Line,26252639,82413974
HVDC Ballia - Bhiwadi Line,26253603,82410401
HVDC Ballia - Bhiwadi Line,26254446,82406699
HVDC Ballia - Bhiwadi Line,26255237,82403008
HVDC Ballia - Bhiwadi Line,26256060,82399335
HVDC Ballia - Bhiwadi Line,26256900,82395640
HVDC Ballia - Bhiwadi Line,26257694,82391932
HVDC Ballia - Bhiwadi Line,26258526,82388346
HVDC Ballia - Bhiwadi Line,26259332,82384650
HVDC Ballia - Bhiwadi Line,26261552,82382063
HVDC Ballia - Bhiwadi Line,26263910,82379189
HVDC Ballia - Bhiwadi Line,26266081,82376623
HVDC Ballia - Bhiwadi Line,26268173,82374116
HVDC Ballia - Bhiwadi Line,26269810,82371113
HVDC Ballia - Bhiwadi Line,26271481,82368010
HVDC Ballia - Bhiwadi Line,26273147,82364963
HVDC Ballia - Bhiwadi Line,26274740,82361941
HVDC Ballia - Bhiwadi Line,26277178,82359207
HVDC Ballia - Bhiwadi Line,26279629,82356464
HVDC Ballia - Bhiwadi Line,26281971,82353837
HVDC Ballia - Bhiwadi Line,26284267,82351265
HVDC Ballia - Bhiwadi Line,26286419,82348815
HVDC Ballia - Bhiwadi Line,26287617,82345439
HVDC Ballia - Bhiwadi Line,26288860,82342042
HVDC Ballia - Bhiwadi Line,26290031,82338843
