lat,lon,name
25072739,80603355,b8
25072739,80603355,b9
25072739,80603355,b9
25072771,80603157,b12
25072777,80603078,b12
25072795,80603372,b8
25072819,80603305,b8
25072819,80603305,b8
25072832,80869924,Paisuni
25072958,80603176,b12
25072964,80603097,b12
25072964,80603097,b12
25073104,80876966,Paisuni
25073136,80871522,Paisuni
25073180,80867821,Paisuni
25073221,80534368,Farm Land
25073221,80534368,Farm land
25073238,80315991,Ken
25073275,80606471,b75
25073321,80872880,Paisuni
25073335,80606308,b75
25073376,80606516,b75
25073378,80398560,Baghain
25073436,80606353,b75
25073436,80606353,b75
25073539,80873950,Paisuni
25073566,80602964,b15
25073570,80603163,b21
25073573,80602808,b15
25073585,80603092,b21
25073648,80876245,Paisuni
25073659,80875212,Paisuni
25073688,80603192,b21
25073703,80603120,b21
25073703,80603120,b21
25073731,80602973,b15
25073739,80602818,b15
25073739,80602818,b15
25073775,80602729,b16
25073791,80602666,b16
25073791,80602666,b22
25073800,80602901,b18
25073827,80602763,b18
25073827,80602763,b18
25073834,80602556,b22
25073839,80602750,b16
25073847,80602760,b17
25073853,80602674,b22
25073856,80602687,b16
25073856,80602687,b16
25073857,80602551,b29
25073859,80602915,b18
25073865,80602694,b17
25073871,80602852,b18
25073871,80602852,b19
25073886,80602777,b18
25073886,80602777,b19
25073889,80602581,b22
25073889,80602581,b22
25073890,80602693,b23
25073890,80602431,b28
25073890,80602431,b29
25073891,80602774,b17
25073894,80602763,b17
25073894,80602763,b20
25073909,80602709,b17
25073909,80602709,b17
25073909,80602709,b20
25073916,80602865,b19
25073917,80602594,b23
25073923,80602313,b28
25073931,80602786,b19
25073931,80602786,b19
25073935,80537651,Farm land
25073943,80602285,b30
25073945,80602711,b23
25073950,80602782,b20
25073959,80602924,b25
25073960,80602707,b24
25073965,80602728,b20
25073965,80602728,b20
25073968,80602589,b29
25073968,80602204,b30
25073973,80602613,b23
25073973,80602613,b23
25073987,80602834,b25
25073991,80602951,b25
25073992,80602623,b24
25073999,80602307,b30
25074001,80602468,b28
25074001,80602468,b29
25074001,80602468,b29
25074005,80602882,b25
25074005,80602882,b73
25074012,80602472,b28
25074023,80602847,b25
25074023,80602847,b25
25074025,80602226,b30
25074025,80602226,b30
25074033,80602803,b73
25074037,80602742,b24
25074046,80602359,b28
25074046,80602359,b28
25074067,80604000,b40
25074068,80602659,b24
25074068,80602659,b24
25074076,80604783,b45
25074082,80602774,b26
25074084,80534532,Farm land
25074089,80603922,b40
25074091,80602918,b73
25074093,80317182,Ken
25074107,80602676,b26
25074114,80602852,b73
25074121,80603900,b41
25074122,80602840,b73
25074126,80604689,b45
25074134,80603139,b32
25074139,80602792,b26
25074139,80602792,b73
25074149,80867569,Paisuni
25074155,80603747,b41
25074170,80398126,Baghain
25074178,80602804,b26
25074180,80603861,b41
25074183,80603817,b41
25074188,80602976,b32
25074193,80602738,b26
25074193,80602738,b27
25074193,80602738,b73
25074196,80603758,b41
25074204,80602707,b26
25074204,80602707,b26
25074204,80602707,b27
25074207,80604048,b40
25074214,80604680,b44
25074217,80602819,b27
25074217,80603925,b41
25074217,80602819,b73
25074220,80604059,b39
25074228,80603070,b32
25074229,80603970,b40
25074229,80603970,b40
25074229,80603874,b41
25074229,80603874,b41
25074237,80603186,b32
25074237,80603186,b33
25074239,80602757,b27
25074239,80602757,b73
25074242,80602906,b73
25074250,80603002,b32
25074254,80603038,b31
25074257,80603137,b32
25074257,80603137,b33
25074259,80604904,b45
25074261,80603136,b31
25074261,80604574,b44
25074265,80602839,b27
25074265,80602839,b73
25074265,80602839,b73
25074268,80603621,b37
25074275,80603089,b31
25074275,80603089,b32
25074275,80603089,b32
25074276,80602983,b31
25074293,80603057,b31
25074294,80603878,b39
25074297,80602747,b27
25074297,80602747,b27
25074310,80604810,b45
25074310,80604810,b45
25074314,80277687,Amaha
25074320,80603167,b31
25074320,80603167,b33
25074328,80603148,b31
25074328,80603148,b33
25074334,80603653,b37
25074340,80604119,b39
25074344,80603431,b37
25074349,80604754,b44
25074354,80603242,b33
25074355,80604497,b43
25074367,80603314,b34
25074373,80603031,b31
25074373,80603031,b31
25074381,80603173,b33
25074381,80603173,b33
25074390,80604980,b47
25074394,80604396,b43
25074397,80603998,b38
25074397,80604648,b44
25074397,80604648,b44
25074398,80603494,b37
25074407,80336254,"SubCentre, Chandora"
25074414,80603938,b38
25074414,80603938,b39
25074414,80603938,b39
25074422,80604908,b47
25074431,80603133,b34
25074444,80603251,b34
25074461,80603204,b34
25074465,80603490,b37
25074475,80604553,b43
25074477,80603533,b37
25074477,80603533,b37
25074480,80603453,b37
25074481,80604303,b42
25074484,80603557,b36
25074491,80604735,b46
25074497,80603659,b38
25074504,80603465,b37
25074508,80603166,b34
25074508,80603166,b35
25074509,80603376,b34
25074514,80604452,b43
25074514,80604452,b43
25074515,80603228,b34
25074528,80603111,b35
25074533,80603178,b34
25074539,80603292,b34
25074539,80603292,b34
25074546,80604590,b46
25074548,80603034,b35
25074549,80603407,b36
25074549,80604446,b49
25074550,80604136,b42
25074555,80603594,b36
25074558,80604766,b46
25074560,80603309,b35
25074564,80604345,b42
25074570,80602970,b35
25074573,80603131,b35
25074588,80605088,b47
25074590,80603544,b38
25074590,80603544,b38
25074598,80603205,b35
25074600,80603056,b35
25074612,80604621,b46
25074612,80604621,b46
25074614,80604292,b49
25074620,80603445,b36
25074620,80603445,b36
25074620,80605016,b47
25074620,80605016,b47
25074625,80603443,b38
25074630,80604273,b51
25074633,80604178,b42
25074633,80604178,b42
25074651,80604499,b49
25074656,80603351,b35
25074674,80397912,Baghain
25074675,80603179,b35
25074694,80604109,b38
25074694,80604109,b51
25074712,80603196,b35
25074716,80604344,b49
25074716,80604344,b49
25074725,80603038,b35
25074725,80603038,b35
25074730,80604321,b51
25074730,80604321,b51
25074731,80603976,b38
25074738,80603696,b38
25074741,80604089,b52
25074755,80604059,b52
25074779,80603715,b38
25074794,80604157,b51
25074799,80603638,b38
25074804,80604002,b38
25074811,80603786,b38
25074811,80603786,b49
25074812,80603105,b59
25074812,80603105,b59
25074823,80604099,b52
25074826,80603980,b49
25074826,80603787,b49
25074826,80603787,b62
25074835,80603532,b38
25074840,80603694,b38
25074857,80604158,b52
25074859,80602986,b59
25074862,80603805,b49
25074862,80603805,b62
25074876,80603664,b62
25074886,80603794,b50
25074891,80093175,Rjapurwa
25074901,80603199,b59
