lat,lon,name
25843574,80538764,mahabara school
25479419,80334299,Banda bus station
25809646,80538963,Lalauli
26034316,80579827,bindki bus stop
25616863,80524793,tindwari police station
25710688,80605698,yamuna bridge
25714447,80570072,yamuna ghat
25715021,80606856,yamuna bridge
25703391,80603016,Allahabad Bank
25546181,80698173,Baberu
25839156,80540429,lalauli ghat
25783840,80419826,PAILANI
25617014,80524975,state bank of india
25827931,80569084,Bandwa
25769457,80530825,Chilla
25703381,80603652,Benda- joharpur
25703352,80618501,kalkan temple
25616402,80524151,government hospital
25616304,80524345,TINDWARI
25381454,81870041,Sargam
26468699,80318614,Ramakrishna Mission Ashrama
26892953,81067631,Saraswathi Hospital and Research Centre
26894110,81075817,Zaayka
26912728,80033204,Kanpur- Aligarh
26909791,80027410,Kanpur- Aligarh
26778901,80918964,Praise Jesus
26790492,80910678,Emmanuel A G Church
25437394,81860132,केयर फ़ॉर रेयर मुख्यालय
26879560,80951240,Central Bureau of Narcotics
26531199,80604017,Taragaon
26903737,80976291,Ram Bhavan
26897799,80968750,Jagrani Hospital
25459459,81835568,Tanishq
26484390,80329127,Gwaltoli
26621317,80666423,Nawab Ganj
25306903,81937891,Mungari
25478099,81845205,MIG Colony
26797596,80892633,Mas Infomedia
26265704,81506872,Hostel Entrance
26221009,81255593,Civil lines chrouhah
26888736,81057729,Sri Siddhi Ganesha Temple
25548370,81181968,Belai
25543569,81176582,Belawa
25595869,81159888,Aimapur
25604539,81165574,Bheempur
25610895,81132884,Khakhreru
25612056,80872817,Mau
25641800,81022985,Kishanpur
25582755,80968472,Beera
25559915,80949890,Sikari
25570755,80951864,Museevan
25542124,80928754,Pachhauhan
26891208,80951583,Temple
25427874,81845574,ECC
25426900,81842454,Jamuna christian Inter College
25437907,81844230,Chandrlok
25459208,81852312,JK Institute Of Applied Physics & Technology
25460027,81851767,Vijaynagaram Hall
25459814,81852666,Department Of Physics
25460393,81851713,Department Of Mathmatics
25460921,81853095,Department Of chemistry
25426700,81775050,GREEN VALLEY COLONY GATE
26471277,80326793,प्राथमिक स्वास्थ्य केन्द्र
26641125,80937800,AIMT Lucknow
25290067,81933840,MMIC Ground
25284099,81937632,Karchana
26842325,80919382,kanha inn
26794178,80912073,pnb
26793860,80913008,Indian Overseas Bank
26792119,80919912,State Bank of India
26789558,80921885,Yadav Kunj
26842907,81022151,Sai Sadan 142A Kaushalpuri Colony
26228688,81262444,Nehru Vatika
25386530,81859905,Railway Colony Naini
25429981,81861007,Lassi
25173596,80868634,MPSTDC Dormitory
25012943,80482674,Kalinjar
25493448,81862182,administrative building
25494339,81862415,jungle canteen
25494227,81861352,YAMUNA GATE
25492096,81864870,VIJAYA BANK
25492642,81861115,GANGA GATE
25491965,81865631,MULTI PURPOSE HALL
25491406,81866345,SARASWATI GATE
26491881,80327782,Rave 3
26486388,80339393,Petrol Pump
26483481,80291347,Geeta Nagar Park
26484270,80290921,Geeta Nagar Gurudwara
26836903,80961360,Martin Summer Palace
26837249,80961862,Alliance Francais
25377058,81867129,Allahabad Chheoki Junction
